....................
KOD,SIMPLE_NAM
08135012,"СМЕСИ ИЗ СУШЕННЫХ ПЛОДОВ ПАПАЙИ, ТАМАРИНДА, АНАКАРДИИ (АКАЖУ), ЛИЧИ,   ДЖЕКФРУТА, САПОДИЛЛЫ, ПАССИФЛОРЫ, КАРАМБОЛЫ И ПИТАЙИ, КРОМЕ ПЛОДОВ   ТОВАРНЫХ ПОЗИЦИЙ 0801-0806 БЕЗ ЧЕРНОСЛИВА"
0813501200,"СМЕСИ ИЗ СУШЕННЫХ ПЛОДОВ ПАПАЙИ, ТАМАРИНДА, АНАКАРДИИ (АКАЖУ), ЛИЧИ,   ДЖЕКФРУТА, САПОДИЛЛЫ, ПАССИФЛОРЫ, КАРАМБОЛЫ И ПИТАЙИ, КРОМЕ ПЛОДОВ   ТОВАРНЫХ ПОЗИЦИЙ 0801-0806 БЕЗ ЧЕРНОСЛИВА"
08135015,"ПРОЧИЕ СМЕСИ ИЗ СУШЕНЫХ ПЛОДОВ, КРОМЕ ПЛОДОВ ТОВАРНЫХ  ПОЗИЦИЙ 0801-0806, БЕЗ ЧЕРНОСЛИВА"
0813501500,"ПРОЧИЕ СМЕСИ ИЗ СУШЕНЫХ ПЛОДОВ, КРОМЕ ПЛОДОВ ТОВАРНЫХ  ПОЗИЦИЙ 0801-0806, БЕЗ ЧЕРНОСЛИВА"
08135019,"СМЕСИ ИЗ СУХОФРУКТОВ, С ЧЕРНОСЛИВОМ, КРОМЕ ПЛОДОВ  ТОВАРНЫХ ПОЗИЦИЙ 0801-0806"
0813501900,"СМЕСИ ИЗ СУХОФРУКТОВ, С ЧЕРНОСЛИВОМ, КРОМЕ ПЛОДОВ  ТОВАРНЫХ ПОЗИЦИЙ 0801-0806"
08135031,"СМЕСИ, СОСТОЯЩИЕ ИСКЛЮЧИТЕЛЬНО ИЗ СУШЕНЫХ ТРОПИЧЕСКИХ ОРЕХОВ ТОВАРНЫХ ПОЗИЦИЙ 0801 И 0802"
0813503100,"СМЕСИ, СОСТОЯЩИЕ ИСКЛЮЧИТЕЛЬНО ИЗ СУШЕНЫХ ТРОПИЧЕСКИХ ОРЕХОВ ТОВАРНЫХ ПОЗИЦИЙ 0801 И 0802"
08135039,"ПРОЧИЕ СМЕСИ, СОСТОЯЩИЕ ИСКЛЮЧИТЕЛЬНО ИЗ СУШЕННЫХ ОРЕХОВ ТОВАРНЫХ ПОЗИЦИЙ 0801-0802"
0813503900,"ПРОЧИЕ СМЕСИ, СОСТОЯЩИЕ ИСКЛЮЧИТЕЛЬНО ИЗ СУШЕННЫХ ОРЕХОВ ТОВАРНЫХ ПОЗИЦИЙ 0801-0802"
08135091,"СМЕСИ, НЕ СОДЕРЖАЩИЕ ЧЕРНОСЛИВА ИЛИ ИНЖИРА"
0813509100,"СМЕСИ, НЕ СОДЕРЖАЩИЕ ЧЕРНОСЛИВА ИЛИ ИНЖИРА"
08135099,ПРОЧИЕ СМЕСИ СУХИХ ПЛОДОВ И ОРЕХОВ
0813509900,ПРОЧИЕ СМЕСИ СУХИХ ПЛОДОВ И ОРЕХОВ
0814,"КОЖУРА ЦИТРУСОВЫХ ПЛОДОВ ИЛИ КОРКИ ДЫНЬ (ВКЛЮЧАЯ КОРКИ АРБУЗОВ), СВЕЖИЕ,  МОРОЖ.,СУШЕНЫЕ ИЛИ КОНСЕРВИР. ДЛЯ КРАТК. ХРАН. В РАССОЛЕ, СЕРНИСТОЙ ВОДЕ  ИЛИ В ДР.ВРЕМЕННО КОНСЕРВИРУЮЩЕМ РАСТВОРЕ"
081400,"КОЖУРА ЦИТРУСОВЫХ ПЛОДОВ ИЛИ КОРКИ ДЫНЬ (ВКЛЮЧАЯ КОРКИ АРБУЗОВ), СВЕЖИЕ,  МОРОЖ.,СУШЕНЫЕ ИЛИ КОНСЕРВИР. ДЛЯ КРАТК. ХРАН. В РАССОЛЕ, СЕРНИСТОЙ ВОДЕ  ИЛИ В ДР.ВРЕМЕННО КОНСЕРВИРУЮЩЕМ РАСТВОРЕ"
08140000,"КОЖУРА ЦИТРУСОВЫХ ПЛОДОВ ИЛИ КОРКИ ДЫНЬ (ВКЛЮЧАЯ КОРКИ АРБУЗОВ), СВЕЖИЕ,  МОРОЖ.,СУШЕНЫЕ ИЛИ КОНСЕРВИР. ДЛЯ КРАТК. ХРАН. В РАССОЛЕ, СЕРНИСТОЙ ВОДЕ  ИЛИ В ДР.ВРЕМЕННО КОНСЕРВИРУЮЩЕМ РАСТВОРЕ"
0814000000,"КОЖУРА ЦИТРУСОВЫХ ПЛОДОВ ИЛИ КОРКИ ДЫНЬ (ВКЛЮЧАЯ КОРКИ АРБУЗОВ), СВЕЖИЕ,  МОРОЖ.,СУШЕНЫЕ ИЛИ КОНСЕРВИР. ДЛЯ КРАТК. ХРАН. В РАССОЛЕ, СЕРНИСТОЙ ВОДЕ  ИЛИ В ДР.ВРЕМЕННО КОНСЕРВИРУЮЩЕМ РАСТВОРЕ"
09,"КОФЕ, ЧАЙ, МАТЕ, ИЛИ ПАРАГВАЙСКИЙ ЧАЙ, И ПРЯНОСТИ"
0901,"КОФЕ, ЖАРЕНЫЙ ИЛИ НЕЖАРЕНЫЙ, С КОФЕИНОМ ИЛИ БЕЗ КОФЕИНА; КОФЕЙНАЯ ШЕЛУХА И ОБОЛОЧКИ ЗЕРЕН КОФЕ; ЗАМЕНИТЕЛИ КОФЕ, СОДЕРЖАЩИЕ КОФЕ В ЛЮБОЙ ПРОПОРЦИИ"
090111,КОФЕ НЕЖАРЕНЫЙ С КОФЕИНОМ
09011100,КОФЕ НЕЖАРЕНЫЙ С КОФЕИНОМ
0901110001,КОФЕ НЕЖАРЕНЫЙ С КОФЕИНОМ АРАБИКА (COFFEA ARABICA)
0901110002,КОФЕ НЕЖАРЕНЫЙ С КОФЕИНОМ РОБУСТА (COFFEA CANEPHORA)
0901110009,КОФЕ НЕЖАРЕНЫЙ С КОФЕИНОМ ПРОЧИЙ
090112,КОФЕ НЕЖАРЕНЫЙ БЕЗ КОФЕИНА
09011200,КОФЕ НЕЖАРЕНЫЙ БЕЗ КОФЕИНА
0901120001,КОФЕ НЕЖАРЕНЫЙ БЕЗ КОФЕИНА АРАБИКА (COFFEA ARABICA)
0901120002,КОФЕ НЕЖАРЕНЫЙ БЕЗ КОФЕИНА РОБУСТА (COFFEA CANEPHORA)
0901120009,КОФЕ НЕЖАРЕНЫЙ БЕЗ КОФЕИНА ПРОЧИЙ
090121,КОФЕ ЖАРЕНЫЙ С КОФЕИНОМ
09012100,КОФЕ ЖАРЕНЫЙ С КОФЕИНОМ
0901210001,КОФЕ ЖАРЕНЫЙ С КОФЕИНОМ В ЗЕРНАХ АРАБИКА (COFFEA ARABICA)
0901210002,КОФЕ ЖАРЕНЫЙ С КОФЕИНОМ В ЗЕРНАХ РОБУСТА (COFFEA CANEPHORA)
0901210008,КОФЕ ЖАРЕНЫЙ С КОФЕИНОМ В ЗЕРНАХ ПРОЧИЙ
0901210009,КОФЕ ЖАРЕНЫЙ С КОФЕИНОМ ПРОЧИЙ
090122,КОФЕ ЖАРЕНЫЙ БЕЗ КОФЕИНА
09012200,КОФЕ ЖАРЕНЫЙ БЕЗ КОФЕИНА
0901220001,КОФЕ ЖАРЕНЫЙ БЕЗ КОФЕИНА В ЗЕРНАХ АРАБИКА (COFFEA ARABICA)
0901220002,КОФЕ ЖАРЕНЫЙ БЕЗ КОФЕИНА В ЗЕРНАХ РОБУСТА (COFFEA CANEPHORA)
0901220008,КОФЕ ЖАРЕНЫЙ БЕЗ КОФЕИНА В ЗЕРНАХ ПРОЧИЙ
0901220009,КОФЕ ЖАРЕНЫЙ БЕЗ КОФЕИНА ПРОЧИЙ
090190,"КОФЕЙНАЯ ШЕЛУХА И ОБОЛОЧКИ ЗЕРЕН КОФЕ; ЗАМЕНИТЕЛИ КОФЕ, СОДЕРЖАЩИЕ КОФЕ В ЛЮБОЙ ПРОПОРЦИИ"
09019010,ПРОЧАЯ КОФЕЙНАЯ ШЕЛУХА И ОБОЛОЧКИ ЗЕРЕН КОФЕ
0901901000,ПРОЧАЯ КОФЕЙНАЯ ШЕЛУХА И ОБОЛОЧКИ ЗЕРЕН КОФЕ
09019090,"ПРОЧИЕ ЗАМЕНИТЕЛИ КОФЕ, СОДЕРЖАЩИЕ КОФЕ"
0901909000,"ПРОЧИЕ ЗАМЕНИТЕЛИ КОФЕ, СОДЕРЖАЩИЕ КОФЕ"
0902,ЧАЙ СО ВКУСО-АРОМАТИЧЕСКИМИ ДОБАВКАМИ ИЛИ БЕЗ НИХ
090210,"ЧАЙ ЗЕЛЕНЫЙ (НЕФЕРМЕНТИРОВАННЫЙ),В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3 КГ"
09021000,"ЧАЙ ЗЕЛЕНЫЙ (НЕФЕРМЕНТИРОВАННЫЙ),В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3 КГ"
0902100001,"ЧАЙ ЗЕЛЕНЫЙ (НЕФЕРМЕНТИРОВАННЫЙ),В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3КГ В ОДНОРАЗОВОЙ УПАКОВКЕ"
0902100009,ПРОЧИЙ ЧАЙ ЗЕЛЕНЫЙ(НЕФЕРМЕНТИРОВАННЫЙ) В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3 КГ.
090220,ПРОЧИЙ ЧАЙ ЗЕЛЕНЫЙ (НЕФЕРМЕНТИРОВАННЫЙ) С ВКУСО-АРОМАТИЧЕСКИМИ ДОБАВКАМИ  ИЛИ БЕЗ НИХ
09022000,ПРОЧИЙ ЧАЙ ЗЕЛЕНЫЙ (НЕФЕРМЕНТИРОВАННЫЙ) С ВКУСО-АРОМАТИЧЕСКИМИ ДОБАВКАМИ  ИЛИ БЕЗ НИХ
0902200000,ПРОЧИЙ ЧАЙ ЗЕЛЕНЫЙ (НЕФЕРМЕНТИРОВАННЫЙ) С ВКУСО-АРОМАТИЧЕСКИМИ ДОБАВКАМИ  ИЛИ БЕЗ НИХ
090230,"ЧАЙ ЧЕРНЫЙ (ФЕРМЕНТИРОВАННЫЙ) И ЧАСТИЧНО ФЕРМЕНТИРОВАННЫЙ,В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3 КГ"
09023000,"ЧАЙ ЧЕРНЫЙ (ФЕРМЕНТИРОВАННЫЙ) И ЧАСТИЧНО ФЕРМЕНТИРОВАННЫЙ,В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3 КГ"
0902300001,"ЧАЙ ЧЕРНЫЙ(ФЕРМЕНТИРОВАННЫЙ) И ЧАСТИЧНО ФЕРМЕНТИРОВАННЫЙ,В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3-Х КГ В ОДНОРАЗОВОЙ УПАКОВКЕ"
0902300009,ПРОЧИЙ ЧАЙ ЧЕРНЫЙ (ФЕРМЕНТИРОВАННЫЙ) И ЧАСТИЧНО ФЕРМЕНТИРОВАННЫЙ  В ПЕРВИЧНЫХ УПАКОВКАХ НЕТТО-МАССОЙ НЕ БОЛЕЕ 3 КГ
090240,"ПРОЧИЙ ЧАЙ ЧЕРНЫЙ (ФЕРМЕНТИРОВАННЫЙ) И ЧАСТИЧНО ФЕРМЕНТИРОВАННЫЙ, С   ВКУСО-АРОМАТИЧЕСКИМИ ДОБАВКАМИ ИЛИ БЕЗ НИХ"
09024000,"ПРОЧИЙ ЧАЙ ЧЕРНЫЙ (ФЕРМЕНТИРОВАННЫЙ) И ЧАСТИЧНО ФЕРМЕНТИРОВАННЫЙ, С   ВКУСО-АРОМАТИЧЕСКИМИ ДОБАВКАМИ ИЛИ БЕЗ НИХ"
0902400000,"ПРОЧИЙ ЧАЙ ЧЕРНЫЙ (ФЕРМЕНТИРОВАННЫЙ) И ЧАСТИЧНО ФЕРМЕНТИРОВАННЫЙ, С   ВКУСО-АРОМАТИЧЕСКИМИ ДОБАВКАМИ ИЛИ БЕЗ НИХ"
0903,МАТЕ (ПАРАГВАЙСКИЙ ЧАЙ)
090300,МАТЕ (ПАРАГВАЙСКИЙ ЧАЙ)
09030000,МАТЕ (ПАРАГВАЙСКИЙ ЧАЙ)
0903000000,МАТЕ (ПАРАГВАЙСКИЙ ЧАЙ)
0904,"ПЕРЕЦ РОДА PIPER; ПЛОДЫ РОДА CAPSICUM ИЛИ РОДА PIMENTA, СУШЕНЫЕ ИЛИ  ДРОБЛЕНЫЕ,  ИЛИ МОЛОТЫЕ"
090411,"ПЕРЕЦ РОДА PIPER, НЕДРОБЛЕННЫЙ И НЕМОЛОТЫЙ"
09041100,"ПЕРЕЦ РОДА PIPER, НЕДРОБЛЕННЫЙ И НЕМОЛОТЫЙ"
0904110000,"ПЕРЕЦ РОДА PIPER, НЕДРОБЛЕННЫЙ И НЕМОЛОТЫЙ"
090412,ПЕРЕЦ РОДА PIPER ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ
09041200,ПЕРЕЦ РОДА PIPER ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ
0904120000,ПЕРЕЦ РОДА PIPER ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ
090421,"ПЛОДЫ РОДА CAPSICUM ИЛИ РОДА PIMENTA СУШЕНЫЕ, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
09042110,"ПЕРЕЦ СТРУЧКОВЫЙ СЛАДКИЙ, СУШЕНЫЙ, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
0904211000,"ПЕРЕЦ СТРУЧКОВЫЙ СЛАДКИЙ, СУШЕНЫЙ, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
09042190,"ПЛОДЫ РОДА CAPSICUM ИЛИ РОДА PIMENTA, СУШЕНЫЕ, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
0904219000,"ПЛОДЫ РОДА CAPSICUM ИЛИ РОДА PIMENTA, СУШЕНЫЕ, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
090422,"ПЛОДЫ РОДА CAPSICUM ИЛИ РОДА PIMENTA, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
09042200,"ПЛОДЫ РОДА CAPSICUM ИЛИ РОДА PIMENTA, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
0904220000,"ПЛОДЫ РОДА CAPSICUM ИЛИ РОДА PIMENTA, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
0905,ВАНИЛЬ
090510,"ВАНИЛЬ, НЕДРОБЛЕНАЯ И НЕМОЛОТАЯ"
09051000,"ВАНИЛЬ, НЕДРОБЛЕНАЯ И НЕМОЛОТАЯ"
0905100000,"ВАНИЛЬ, НЕДРОБЛЕНАЯ И НЕМОЛОТАЯ"
090520,"ВАНИЛЬ, ДРОБЛЕНАЯ ИЛИ МОЛОТАЯ"
09052000,"ВАНИЛЬ, ДРОБЛЕНАЯ ИЛИ МОЛОТАЯ"
0905200000,"ВАНИЛЬ, ДРОБЛЕНАЯ ИЛИ МОЛОТАЯ"
0906,КОРИЦА И ЦВЕТКИ КОРИЧНОГО ДЕРЕВА
090611,КОРИЦА (CINNAMOMUM ZEYLANICUM BLUME) НЕДРОБЛЕНАЯ И НЕМОЛОТАЯ
09061100,КОРИЦА (CINNAMOMUM ZEYLANICUM BLUME) НЕДРОБЛЕНАЯ И НЕМОЛОТАЯ
0906110000,КОРИЦА (CINNAMOMUM ZEYLANICUM BLUME) НЕДРОБЛЕНАЯ И НЕМОЛОТАЯ
090619,"ЦВЕТКИ КОРИЧНОГО ДЕРЕВА, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
09061900,"ЦВЕТКИ КОРИЧНОГО ДЕРЕВА, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
0906190000,"ЦВЕТКИ КОРИЧНОГО ДЕРЕВА, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
090620,КОРИЦА И ЦВЕТЫ КОРИЧНОГО ДЕРЕВА ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ
09062000,КОРИЦА И ЦВЕТЫ КОРИЧНОГО ДЕРЕВА ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ
0906200000,КОРИЦА И ЦВЕТЫ КОРИЧНОГО ДЕРЕВА ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ
0907,"ГВОЗДИКА (ЦЕЛЫЕ ПЛОДЫ, ЦВЕТЫ И ЦВЕТОНОЖКИ)"
090710,"ГВОЗДИКА (ЦЕЛЫЕ ПЛОДЫ, ЦВЕТЫ И ЦВЕТОНОЖКИ), НЕДРОБЛЕНАЯ И НЕМОЛОТАЯ"
09071000,"ГВОЗДИКА (ЦЕЛЫЕ ПЛОДЫ, ЦВЕТЫ И ЦВЕТОНОЖКИ), НЕДРОБЛЕНАЯ И НЕМОЛОТАЯ"
0907100000,"ГВОЗДИКА (ЦЕЛЫЕ ПЛОДЫ, ЦВЕТЫ И ЦВЕТОНОЖКИ), НЕДРОБЛЕНАЯ И НЕМОЛОТАЯ"
090720,"ГВОЗДИКА (ЦЕЛЫЕ ПЛОДЫ, ЦВЕТЫ И ЦВЕТОНОЖКИ), ДРОБЛЕНАЯ ИЛИ МОЛОТАЯ"
09072000,"ГВОЗДИКА (ЦЕЛЫЕ ПЛОДЫ, ЦВЕТЫ И ЦВЕТОНОЖКИ), ДРОБЛЕНАЯ ИЛИ МОЛОТАЯ"
0907200000,"ГВОЗДИКА (ЦЕЛЫЕ ПЛОДЫ, ЦВЕТЫ И ЦВЕТОНОЖКИ), ДРОБЛЕНАЯ ИЛИ МОЛОТАЯ"
0908,"МУСКАТНЫЙ ОРЕХ, МАЦИС И КАРДАМОН"
090811,"МУСКАТНЫЙ ОРЕХ, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
09081100,"МУСКАТНЫЙ ОРЕХ, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
0908110000,"МУСКАТНЫЙ ОРЕХ, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
090812,"МУСКАТНЫЙ ОРЕХ, ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ"
09081200,"МУСКАТНЫЙ ОРЕХ, ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ"
0908120000,"МУСКАТНЫЙ ОРЕХ, ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ"
090821,"МАЦИС, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
09082100,"МАЦИС, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
0908210000,"МАЦИС, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
090822,"МАЦИС, ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ"
09082200,"МАЦИС, ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ"
0908220000,"МАЦИС, ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ"
090831,"КАРДАМОН, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
09083100,"КАРДАМОН, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
0908310000,"КАРДАМОН, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
090832,"КАРДАМОН, ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ"
09083200,"КАРДАМОН, ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ"
0908320000,"КАРДАМОН, ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ"
0909,"СЕМЕНА АНИСА, БАДЬЯНА, ФЕНХЕЛЯ, КОРИАНДРА, ТМИНА РИМСКОГО, ИЛИ ТМИНА ВОЛОШСКОГО, ИЛИ ТМИНА; ЯГОДЫ МОЖЖЕВЕЛЬНИКА"
090921,"СЕМЕНА КОРИАНДРА, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
09092100,"СЕМЕНА КОРИАНДРА, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
0909210000,"СЕМЕНА КОРИАНДРА, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
090922,"СЕМЕНА КОРИАНДРА, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
09092200,"СЕМЕНА КОРИАНДРА, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
0909220000,"СЕМЕНА КОРИАНДРА, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
090931,"СЕМЕНА ТМИНА РИМСКОГО, ИЛИ ТМИНА ВОЛОШСКОГО, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
09093100,"СЕМЕНА ТМИНА РИМСКОГО, ИЛИ ТМИНА ВОЛОШСКОГО, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
0909310000,"СЕМЕНА ТМИНА РИМСКОГО, ИЛИ ТМИНА ВОЛОШСКОГО, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
090932,"СЕМЕНА ТМИНА РИМСКОГО, ИЛИ ТМИНА ВОЛОШСКОГО, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
09093200,"СЕМЕНА ТМИНА РИМСКОГО, ИЛИ ТМИНА ВОЛОШСКОГО, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
0909320000,"СЕМЕНА ТМИНА РИМСКОГО, ИЛИ ТМИНА ВОЛОШСКОГО, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
090961,"СЕМЕНА АНИСА, БАДЬЯНА, ТМИНА ИЛИ ФЕНХЕЛЯ; ЯГОДЫ МОЖЖЕВЕЛЬНИКА, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
09096100,"СЕМЕНА АНИСА, БАДЬЯНА, ТМИНА ИЛИ ФЕНХЕЛЯ; ЯГОДЫ МОЖЖЕВЕЛЬНИКА, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
0909610000,"СЕМЕНА АНИСА, БАДЬЯНА, ТМИНА ИЛИ ФЕНХЕЛЯ; ЯГОДЫ МОЖЖЕВЕЛЬНИКА, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
0909610001,"СЕМЕНА АНИСА ИЛИ БАДЬЯНА, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
0909610002,"СЕМЕНА  ТМИНА ИЛИ ФЕНХЕЛЯ; ЯГОДЫ МОЖЖЕВЕЛЬНИКА, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
090962,"СЕМЕНА АНИСА, БАДЬЯНА, ТМИНА ИЛИ ФЕНХЕЛЯ; ЯГОДЫ МОЖЖЕВЕЛЬНИКА, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
09096200,"СЕМЕНА АНИСА, БАДЬЯНА, ТМИНА ИЛИ ФЕНХЕЛЯ; ЯГОДЫ МОЖЖЕВЕЛЬНИКА, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
0909620000,"СЕМЕНА АНИСА, БАДЬЯНА, ТМИНА ИЛИ ФЕНХЕЛЯ; ЯГОДЫ МОЖЖЕВЕЛЬНИКА, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
0909620001,"СЕМЕНА АНИСА ИЛИ  БАДЬЯНА, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
0909620002,"СЕМЕНА ТМИНА ИЛИ ФЕНХЕЛЯ; ЯГОДЫ МОЖЖЕВЕЛЬНИКА, ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
0910,"ИМБИРЬ, ШАФРАН, ТУРМЕРИК (КУРКУМА), ТИМЬЯН, ИЛИ ЧАБРЕЦ, ЛАВРОВЫЙ ЛИСТ, КАРРИ И ПРОЧИЕ ПРЯНОСТИ"
091011,"ИМБИРЬ, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
09101100,"ИМБИРЬ, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
0910110000,"ИМБИРЬ, НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ"
091012,"ИМБИРЬ, ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ"
09101200,"ИМБИРЬ, ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ"
0910120000,"ИМБИРЬ, ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ"
091020,ШАФРАН
09102010,ШАФРАН НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ
0910201000,ШАФРАН НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ
09102090,ШАФРАН ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ
0910209000,ШАФРАН ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ
091030,ТУРМЕРИК (КУРКУМА)
09103000,ТУРМЕРИК (КУРКУМА)
0910300000,ТУРМЕРИК (КУРКУМА)
091091,"СМЕСИ, УПОМЯНУТЫЕ В ПРИМЕЧАНИИ 1(Б) К ДАННОЙ ГРУППЕ"
09109105,КАРРИ
0910910500,КАРРИ
09109110,"ПРОЧИЕ ПРЯНОСТИ, СМЕСИ НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ, УПОМЯНУТЫЕ В ПРИМЕЧАНИИ  1 Б К ДАННОЙ ГРУППЕ"
0910911000,"ПРОЧИЕ ПРЯНОСТИ, СМЕСИ НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ, УПОМЯНУТЫЕ В ПРИМЕЧАНИИ  1 Б К ДАННОЙ ГРУППЕ"
09109190,"ПРОЧИЕ ПРЯНОСТИ, СМЕСИ ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
0910919000,"ПРОЧИЕ ПРЯНОСТИ, СМЕСИ ДРОБЛЕНЫЕ ИЛИ МОЛОТЫЕ"
091099,ПРОЧИЕ ПРЯНОСТИ
09109910,СЕМЕНА ПАЖИТНИКА СЕННОГО
0910991000,СЕМЕНА ПАЖИТНИКА СЕННОГО
09109931,ЧАБРЕЦ ИЛИ ТИМЬЯН ПОЛЗУЧИЙ (THYMUS SERPYLLUM) НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ
0910993100,ЧАБРЕЦ ИЛИ ТИМЬЯН ПОЛЗУЧИЙ (THYMUS SERPYLLUM) НЕДРОБЛЕНЫЙ И НЕМОЛОТЫЙ
09109933,"ПРОЧИЙ ТИМЬЯН ИЛИ ЧАБРЕЦ, НЕДРОБЛЕНЫЙ ИЛИ НЕМОЛОТЫЙ"
0910993300,"ПРОЧИЙ ТИМЬЯН ИЛИ ЧАБРЕЦ, НЕДРОБЛЕНЫЙ ИЛИ НЕМОЛОТЫЙ"
09109939,ТИМЬЯН ИЛИ ЧАБРЕЦ ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ
0910993900,ТИМЬЯН ИЛИ ЧАБРЕЦ ДРОБЛЕНЫЙ ИЛИ МОЛОТЫЙ
09109950,ЛАВРОВЫЙ ЛИСТ
0910995000,ЛАВРОВЫЙ ЛИСТ
09109991,"ПРЯНОСТИ ПРОЧИЕ, КРОМЕ ПОИМЕНОВАННЫХ, НЕДРОБЛЕНЫЕ И НЕМОЛОТЫЕ"
